EUR/USD,20170901 00:00:00.154,1.19089,1.1909399999999999
EUR/USD,20170901 00:05:00.600,1.1908,1.1908100000000001
EUR/USD,20170901 00:10:00.713,1.19089,1.1909299999999998
EUR/USD,20170901 00:15:00.812,1.19095,1.1909999999999998
EUR/USD,20170901 00:20:00.839,1.1908299999999998,1.19087
EUR/USD,20170901 00:25:01.680,1.19076,1.1908
EUR/USD,20170901 00:30:02.621,1.1908,1.1908299999999998
EUR/USD,20170901 00:35:04.934,1.19076,1.19079
EUR/USD,20170901 00:40:12.405,1.19066,1.19071
EUR/USD,20170901 00:45:16.718,1.19065,1.19071
EUR/USD,20170901 00:50:17.269,1.19072,1.19075
EUR/USD,20170901 00:55:19.347,1.19079,1.1908
EUR/USD,20170901 01:00:21.819,1.19109,1.19113
EUR/USD,20170901 01:05:29.714,1.19087,1.1909100000000001
EUR/USD,20170901 01:10:30.089,1.19078,1.19079
EUR/USD,20170901 01:15:31.843,1.19086,1.1909
EUR/USD,20170901 01:20:39.694,1.19086,1.19089
EUR/USD,20170901 01:25:46.588,1.19074,1.1908100000000001
EUR/USD,20170901 01:30:47.854,1.19075,1.19079
EUR/USD,20170901 01:35:54.332,1.19082,1.19088
EUR/USD,20170901 01:40:56.424,1.19075,1.19079
EUR/USD,20170901 01:45:57.950,1.19071,1.19075
EUR/USD,20170901 01:51:00.323,1.19077,1.19078
EUR/USD,20170901 01:56:05.950,1.1907299999999998,1.19078
EUR/USD,20170901 02:01:06.736,1.1907,1.1907299999999998
EUR/USD,20170901 02:06:16.355,1.19076,1.19079
EUR/USD,20170901 02:11:16.773,1.19099,1.19102
EUR/USD,20170901 02:16:17.201,1.19116,1.19119
EUR/USD,20170901 02:21:18.617,1.1911100000000001,1.19116
EUR/USD,20170901 02:26:24.506,1.19095,1.1909999999999998
EUR/USD,20170901 02:31:25.037,1.19092,1.19095
EUR/USD,20170901 02:36:25.627,1.19064,1.19068
