EUR/USD,20180701 21:04:59.215,1.16782,1.16923
EUR/USD,20180701 21:10:01.981,1.167,1.16749
EUR/USD,20180701 21:15:04.603,1.16788,1.16813
EUR/USD,20180701 21:20:05.731,1.16656,1.16703
EUR/USD,20180701 21:25:06.158,1.16648,1.16705
EUR/USD,20180701 21:30:06.410,1.16645,1.16672
EUR/USD,20180701 21:35:06.876,1.16645,1.1667399999999999
EUR/USD,20180701 21:40:13.373,1.1665299999999998,1.167
EUR/USD,20180701 21:45:14.451,1.1670200000000002,1.16751
EUR/USD,20180701 21:50:15.041,1.16642,1.16688
EUR/USD,20180701 21:55:30.128,1.1666100000000001,1.16703
EUR/USD,20180701 22:00:32.058,1.16683,1.16706
EUR/USD,20180701 22:05:32.064,1.16676,1.16697
EUR/USD,20180701 22:10:46.189,1.16665,1.16685
EUR/USD,20180701 22:15:49.272,1.16675,1.16698
EUR/USD,20180701 22:20:54.976,1.1666,1.1668
EUR/USD,20180701 22:25:57.835,1.16721,1.16736
EUR/USD,20180701 22:30:59.044,1.16706,1.16717
EUR/USD,20180701 22:35:59.951,1.16723,1.16735
EUR/USD,20180701 22:41:00.599,1.1672,1.1673
EUR/USD,20180701 22:46:01.329,1.1672200000000001,1.1673200000000001
EUR/USD,20180701 22:51:03.071,1.1674200000000001,1.1674799999999999
EUR/USD,20180701 22:56:03.601,1.16725,1.16731
EUR/USD,20180701 23:01:04.065,1.16751,1.16757
EUR/USD,20180701 23:06:06.117,1.1677799999999998,1.16783
EUR/USD,20180701 23:11:07.160,1.16793,1.1679700000000002
EUR/USD,20180701 23:16:13.406,1.16818,1.16822
EUR/USD,20180701 23:21:19.139,1.1677899999999999,1.16784
EUR/USD,20180701 23:26:22.618,1.1673799999999999,1.16743
EUR/USD,20180701 23:31:23.359,1.1672799999999999,1.16733
EUR/USD,20180701 23:36:30.028,1.16747,1.16751
EUR/USD,20180701 23:41:32.364,1.16753,1.1675799999999998
EUR/USD,20180701 23:46:34.030,1.16744,1.16747
EUR/USD,20180701 23:51:38.776,1.16737,1.16741
EUR/USD,20180701 23:56:41.555,1.1678899999999999,1.16794
EUR/USD,20180702 00:01:44.079,1.16774,1.1677899999999999
EUR/USD,20180702 00:06:45.089,1.16757,1.16761
EUR/USD,20180702 00:11:45.961,1.16708,1.1671
EUR/USD,20180702 00:16:49.610,1.16689,1.1669200000000002
EUR/USD,20180702 00:21:49.786,1.16677,1.16682
EUR/USD,20180702 00:26:50.453,1.16679,1.16682
EUR/USD,20180702 00:31:52.427,1.16672,1.1667399999999999
EUR/USD,20180702 00:36:56.795,1.1666100000000001,1.16664
EUR/USD,20180702 00:41:58.420,1.16657,1.1666100000000001
EUR/USD,20180702 00:47:00.410,1.1665299999999998,1.16656
EUR/USD,20180702 00:52:00.508,1.16645,1.16649
EUR/USD,20180702 00:57:07.451,1.16672,1.16676
EUR/USD,20180702 01:02:08.128,1.16675,1.16678
EUR/USD,20180702 01:07:10.394,1.1666100000000001,1.16664
EUR/USD,20180702 01:12:10.398,1.16652,1.16656
EUR/USD,20180702 01:17:10.539,1.1661,1.16614
EUR/USD,20180702 01:22:10.576,1.1659700000000002,1.16602
EUR/USD,20180702 01:27:11.130,1.1659700000000002,1.16601
EUR/USD,20180702 01:32:11.272,1.16587,1.1659
EUR/USD,20180702 01:37:11.317,1.1656799999999998,1.1657
EUR/USD,20180702 01:42:11.720,1.1656600000000001,1.1656799999999998
EUR/USD,20180702 01:47:12.220,1.16549,1.16553
EUR/USD,20180702 01:52:12.914,1.16583,1.16588
EUR/USD,20180702 01:57:25.742,1.1658,1.16587
EUR/USD,20180702 02:02:26.029,1.16594,1.166
EUR/USD,20180702 02:07:26.333,1.16577,1.16582
EUR/USD,20180702 02:12:28.405,1.1661299999999999,1.16615
EUR/USD,20180702 02:17:28.616,1.1662,1.1662299999999999
EUR/USD,20180702 02:22:37.661,1.16628,1.1663
EUR/USD,20180702 02:27:37.680,1.16603,1.16609
EUR/USD,20180702 02:32:41.421,1.16602,1.16605
EUR/USD,20180702 02:37:43.316,1.16604,1.16608
EUR/USD,20180702 02:42:43.329,1.16618,1.16621
