EUR/USD,20180401 21:01:36.833,1.23181,1.23289
EUR/USD,20180401 21:06:39.839,1.23193,1.23272
EUR/USD,20180401 21:11:42.948,1.2318200000000001,1.2323600000000001
EUR/USD,20180401 21:16:42.981,1.23193,1.23243
EUR/USD,20180401 21:21:43.013,1.23212,1.23262
EUR/USD,20180401 21:28:41.161,1.2322600000000001,1.23262
EUR/USD,20180401 21:33:42.946,1.23219,1.23268
EUR/USD,20180401 21:42:02.980,1.23221,1.23268
EUR/USD,20180401 21:51:44.517,1.23223,1.23268
EUR/USD,20180401 21:57:42.955,1.23224,1.23274
EUR/USD,20180401 22:02:42.987,1.2317200000000001,1.23191
EUR/USD,20180401 22:07:47.219,1.23163,1.2317
EUR/USD,20180401 22:12:47.459,1.23194,1.23205
EUR/USD,20180401 22:17:48.377,1.23171,1.2318
EUR/USD,20180401 22:22:49.968,1.23164,1.23176
EUR/USD,20180401 22:27:51.978,1.2314,1.23153
EUR/USD,20180401 22:32:53.489,1.23137,1.23149
EUR/USD,20180401 22:37:54.508,1.23135,1.23139
EUR/USD,20180401 22:42:56.916,1.23139,1.23145
EUR/USD,20180401 22:47:59.580,1.23143,1.23146
EUR/USD,20180401 22:53:00.227,1.23156,1.2316200000000002
EUR/USD,20180401 22:58:08.608,1.23176,1.23183
EUR/USD,20180401 23:03:09.072,1.2319,1.23194
EUR/USD,20180401 23:08:09.131,1.23165,1.2317
EUR/USD,20180401 23:13:15.805,1.23164,1.2316799999999999
EUR/USD,20180401 23:18:18.968,1.2314399999999999,1.23149
EUR/USD,20180401 23:23:22.412,1.23143,1.23147
EUR/USD,20180401 23:28:27.575,1.2314,1.2314200000000002
EUR/USD,20180401 23:33:33.834,1.23153,1.23157
EUR/USD,20180401 23:38:36.073,1.23146,1.2315
EUR/USD,20180401 23:43:54.511,1.2313399999999999,1.23139
EUR/USD,20180401 23:49:07.151,1.2314200000000002,1.23147
EUR/USD,20180401 23:54:07.550,1.23143,1.23148
EUR/USD,20180401 23:59:09.561,1.2313100000000001,1.23133
EUR/USD,20180402 00:04:09.738,1.23132,1.23137
EUR/USD,20180402 00:09:13.206,1.2311299999999998,1.23117
EUR/USD,20180402 00:14:17.894,1.2314200000000002,1.23147
