Balance,Begin Time,End Time,Trade Type,Perc Bal,Symbol,Begin Price,End Price,Commission,Profit
106390.0000000001,20180809 10:31:13.314,20180809 23:29:01.176,SHORT,5,EURUSD,1.16008,1.15205,1.4,788.9999999999982
107179.0000000001,20180809 23:29:01.176,20180810 02:31:11.362,LONG,5,EURUSD,1.15205,1.15323,1.4,103.9999999999959
107283.0000000001,20180810 02:31:11.362,20180810 02:46:18.892,SHORT,5,EURUSD,1.15323,1.15315,1.4,-5.999999999991998
107277.00000000012,20180810 02:46:18.892,20180810 03:31:53.635,LONG,5,EURUSD,1.15315,1.15343,1.4,14.0000000000058
107291.00000000012,20180810 03:31:53.635,20180810 05:53:01.796,SHORT,5,EURUSD,1.15343,1.14574,1.4,754.9999999999974
108046.00000000012,20180810 05:53:01.796,20180810 06:48:06.932,LONG,5,EURUSD,1.14574,1.1467200000000002,1.4,84.0000000000203
108130.00000000013,20180810 06:48:06.932,20180810 08:23:20.129,SHORT,5,EURUSD,1.1467200000000002,1.14494,1.4,164.00000000001148
108294.00000000015,20180810 08:23:20.129,20180810 10:28:44.998,LONG,5,EURUSD,1.14494,1.14754,1.4,245.99999999999358
108540.00000000015,20180810 10:28:44.998,20180810 17:40:04.999,SHORT,5,EURUSD,1.14754,1.13921,1.4,818.9999999999949
109359.00000000015,20180810 17:40:04.999,20180810 19:40:50.552,LONG,5,EURUSD,1.13921,1.14075,1.4,139.9999999999875
109499.00000000013,20180810 19:40:50.552,20180812 21:28:02.253,SHORT,5,EURUSD,1.14075,1.13789,1.4,271.99999999998624
109771.00000000012,20180812 21:28:02.253,20180812 23:13:46.109,LONG,5,EURUSD,1.13789,1.14085,1.4,281.99999999998516
110053.0000000001,20180812 23:13:46.109,20180813 02:05:00.542,SHORT,5,EURUSD,1.14085,1.13744,1.4,326.9999999999913
110380.00000000009,20180813 02:05:00.542,20180813 03:05:20.403,LONG,5,EURUSD,1.13744,1.13807,1.4,48.99999999999085
110429.00000000007,20180813 03:05:20.403,20180813 04:36:22.898,SHORT,5,EURUSD,1.13807,1.1374799999999998,1.4,45.000000000009045
110474.00000000009,20180813 04:36:22.898,20180813 06:07:01.784,LONG,5,EURUSD,1.1374799999999998,1.1394799999999998,1.4,186.00000000000017
110660.00000000009,20180813 06:07:01.784,20180813 07:57:23.899,SHORT,5,EURUSD,1.1394799999999998,1.13741,1.4,192.99999999997942
110853.00000000007,20180813 07:57:23.899,20180813 09:48:01.044,LONG,5,EURUSD,1.13741,1.13858,1.4,102.99999999998934
110956.00000000006,20180813 09:48:01.044,20180813 10:58:24.543,SHORT,5,EURUSD,1.13858,1.13784,1.4,59.9999999999963
111016.00000000006,20180813 10:58:24.543,20180813 13:54:09.815,LONG,5,EURUSD,1.13784,1.14288,1.4,489.9999999999933
111506.00000000006,20180813 13:54:09.815,20180813 16:44:51.501,SHORT,5,EURUSD,1.14288,1.13914,1.4,359.99999999998545
111866.00000000004,20180813 16:44:51.501,20180813 18:00:20.933,LONG,5,EURUSD,1.13914,1.13972,1.4,44.000000000002494
111910.00000000004,20180813 18:00:20.933,20180813 19:06:00.376,SHORT,5,EURUSD,1.13972,1.13902,1.4,56.0000000000145
111966.00000000006,20180813 19:06:00.376,20180814 03:38:38.332,LONG,5,EURUSD,1.13902,1.14099,1.4,183.00000000000273
112149.00000000006,20180814 03:38:38.332,20180814 04:54:35.419,SHORT,5,EURUSD,1.14099,1.14055,1.4,29.999999999999595
112179.00000000006,20180814 04:54:35.419,20180814 07:00:41.034,LONG,5,EURUSD,1.14055,1.14217,1.4,147.99999999999548
112327.00000000006,20180814 07:00:41.034,20180814 09:06:22.642,SHORT,5,EURUSD,1.14217,1.1387,1.4,332.9999999999862
112660.00000000004,20180814 09:06:22.642,20180814 10:31:58.737,LONG,5,EURUSD,1.1387,1.14108,1.4,224.0000000000049
112884.00000000004,20180814 10:31:58.737,20180815 05:03:48.508,SHORT,5,EURUSD,1.14108,1.13245,1.4,849.0000000000138
113733.00000000006,20180815 05:03:48.508,20180815 06:49:08.357,LONG,5,EURUSD,1.13245,1.1336,1.4,100.99999999999844
113834.00000000006,20180815 06:49:08.357,20180815 11:10:42.813,SHORT,5,EURUSD,1.1336,1.1314799999999998,1.4,198.0000000000122
114032.00000000007,20180815 11:10:42.813,20180815 12:05:57.903,LONG,5,EURUSD,1.1314799999999998,1.13229,1.4,67.00000000001995
114099.00000000009,20180815 12:05:57.903,20180815 13:46:25.016,SHORT,5,EURUSD,1.13229,1.13085,1.4,130.0000000000108
114229.0000000001,20180815 13:46:25.016,20180815 17:02:08.336,LONG,5,EURUSD,1.13085,1.13454,1.4,355.0000000000193
114584.00000000012,20180815 17:02:08.336,20180815 18:23:06.650,SHORT,5,EURUSD,1.13454,1.13409,1.4,31.000000000006146
114615.00000000012,20180815 18:23:06.650,20180815 23:08:01.679,LONG,5,EURUSD,1.13409,1.13438,1.4,14.999999999990147
114630.0000000001,20180815 23:08:01.679,20180816 00:08:57.809,SHORT,5,EURUSD,1.13438,1.13404,1.4,20.000000000000696
114650.0000000001,20180816 00:08:57.809,20180816 05:40:58.294,LONG,5,EURUSD,1.13404,1.13947,1.4,529.0000000000045
115179.0000000001,20180816 05:40:58.294,20180816 07:21:28.075,SHORT,5,EURUSD,1.13947,1.13702,1.4,231.00000000000634
115410.0000000001,20180816 07:21:28.075,20180816 08:46:55.362,LONG,5,EURUSD,1.13702,1.13837,1.4,121.00000000001845
115531.00000000012,20180816 08:46:55.362,20180816 12:13:35.629,SHORT,5,EURUSD,1.13837,1.13698,1.4,125.00000000000024
115656.00000000012,20180816 12:13:35.629,20180816 14:24:14.527,LONG,5,EURUSD,1.13698,1.13955,1.4,242.99999999999613
115899.00000000012,20180816 14:24:14.527,20180816 18:35:29.826,SHORT,5,EURUSD,1.13955,1.13639,1.4,302.0000000000052
116201.00000000012,20180816 18:35:29.826,20180816 23:09:49.503,LONG,5,EURUSD,1.13639,1.13736,1.4,82.99999999999154
116284.0000000001,20180816 23:09:49.503,20180817 00:05:43.706,SHORT,5,EURUSD,1.13736,1.13683,1.4,38.99999999999194
116323.00000000009,20180817 00:05:43.706,20180817 08:25:00.834,LONG,5,EURUSD,1.13683,1.1408200000000002,1.4,385.00000000001603
116708.0000000001,20180817 08:25:00.834,20180817 10:05:14.106,SHORT,5,EURUSD,1.1408200000000002,1.13778,1.4,290.00000000001535
116998.00000000012,20180817 10:05:14.106,20180817 16:22:02.435,LONG,5,EURUSD,1.13778,1.14167,1.4,374.9999999999949
117373.00000000012,20180817 16:22:02.435,20180817 16:57:22.319,SHORT,5,EURUSD,1.14167,1.14103,1.4,49.9999999999974
117423.00000000012,20180817 16:57:22.319,20180820 04:19:48.279,LONG,5,EURUSD,1.14103,1.14312,1.4,194.99999999999253
117618.0000000001,20180820 04:19:48.279,20180820 10:02:25.989,SHORT,5,EURUSD,1.14312,1.141,1.4,197.99999999998997
117816.00000000009,20180820 10:02:25.989,20180820 22:07:57.672,LONG,5,EURUSD,1.141,1.149,1.4,786.0000000000008
118602.00000000009,20180820 22:07:57.672,20180820 22:58:43.442,SHORT,5,EURUSD,1.149,1.1492,1.4,-33.9999999999978
118568.00000000009,20180820 22:58:43.442,20180821 01:10:05.116,LONG,5,EURUSD,1.1492,1.15251,1.4,316.99999999999244
118885.00000000007,20180821 01:10:05.116,20180821 02:05:25.601,SHORT,5,EURUSD,1.15251,1.15144,1.4,92.99999999999044
118978.00000000006,20180821 02:05:25.601,20180821 05:27:25.054,LONG,5,EURUSD,1.15144,1.1535,1.4,191.99999999999508
119170.00000000006,20180821 05:27:25.054,20180821 07:12:41.275,SHORT,5,EURUSD,1.1535,1.15124,1.4,211.99999999999287
119382.00000000006,20180821 07:12:41.275,20180821 09:03:04.462,LONG,5,EURUSD,1.15124,1.15335,1.4,197.00000000000563
119579.00000000006,20180821 09:03:04.462,20180821 10:03:35.107,SHORT,5,EURUSD,1.15335,1.1519700000000002,1.4,123.99999999999369
119703.00000000006,20180821 10:03:35.107,20180821 10:48:50.700,LONG,5,EURUSD,1.1519700000000002,1.15242,1.4,30.99999999998394
119734.00000000004,20180821 10:48:50.700,20180821 12:29:30.362,SHORT,5,EURUSD,1.15242,1.14979,1.4,248.99999999999102
119983.00000000003,20180821 12:29:30.362,20180821 17:55:58.234,LONG,5,EURUSD,1.14979,1.1594799999999998,1.4,954.9999999999754
120938.0,20180821 17:55:58.234,20180822 07:49:12.038,SHORT,5,EURUSD,1.1594799999999998,1.15639,1.4,294.9999999999815
121232.99999999999,20180822 07:49:12.038,20180822 12:20:27.239,LONG,5,EURUSD,1.15639,1.1617,1.4,516.9999999999925
121749.99999999997,20180822 12:20:27.239,20180822 16:26:27.643,SHORT,5,EURUSD,1.1617,1.159,1.4,255.99999999999247
122005.99999999996,20180822 16:26:27.643,20180822 20:03:03.188,LONG,5,EURUSD,1.159,1.16019,1.4,105.00000000000244
122110.99999999996,20180822 20:03:03.188,20180823 04:49:39.575,SHORT,5,EURUSD,1.16019,1.1554,1.4,465.00000000000716
122575.99999999996,20180823 04:49:39.575,20180823 07:20:46.822,LONG,5,EURUSD,1.1554,1.15592,1.4,38.000000000007596
122613.99999999997,20180823 07:20:46.822,20180823 09:06:05.580,SHORT,5,EURUSD,1.15592,1.15572,1.4,5.999999999997798
122619.99999999997,20180823 09:06:05.580,20180823 11:26:50.488,LONG,5,EURUSD,1.15572,1.15844,1.4,257.99999999998334
122877.99999999996,20180823 11:26:50.488,20180823 13:52:36.892,SHORT,5,EURUSD,1.15844,1.15841,1.4,-11.000000000002549
122866.99999999996,20180823 13:52:36.892,20180823 15:12:46.190,LONG,5,EURUSD,1.15841,1.15712,1.4,-143.00000000000134
122723.99999999996,20180823 15:12:46.190,20180823 19:39:37.333,SHORT,5,EURUSD,1.15712,1.1534,1.4,357.99999999999454
123081.99999999996,20180823 19:39:37.333,20180824 06:06:24.509,LONG,5,EURUSD,1.1534,1.1572,1.4,366.00000000000256
123447.99999999996,20180824 06:06:24.509,20180824 08:57:32.201,SHORT,5,EURUSD,1.1572,1.15621,1.4,85.00000000000465
123532.99999999996,20180824 08:57:32.201,20180824 16:59:54.826,LONG,5,EURUSD,1.15621,1.16243,1.4,608.0000000000114
124140.99999999997,20180824 16:59:54.826,20180826 22:08:55.934,SHORT,5,EURUSD,1.16243,1.16266,1.4,-36.99999999999525
124103.99999999997,20180826 22:08:55.934,20180827 00:16:19.754,LONG,5,EURUSD,1.16266,1.16379,1.4,99.00000000000755
124202.99999999999,20180827 00:16:19.754,20180827 07:05:11.524,SHORT,5,EURUSD,1.16379,1.15992,1.4,373.00000000000404
124575.99999999999,20180827 07:05:11.524,20180827 17:04:12.412,LONG,5,EURUSD,1.15992,1.16916,1.4,909.9999999999916
125485.99999999997,20180827 17:04:12.412,20180827 23:05:21.086,SHORT,5,EURUSD,1.16916,1.16812,1.4,89.999999999993
125575.99999999997,20180827 23:05:21.086,20180828 00:31:54.636,LONG,5,EURUSD,1.16812,1.16845,1.4,18.999999999994145
125594.99999999997,20180828 00:31:54.636,20180828 05:25:11.120,SHORT,5,EURUSD,1.16845,1.16637,1.4,194.00000000000819
125788.99999999999,20180828 05:25:11.120,20180828 13:37:42.512,LONG,5,EURUSD,1.16637,1.17228,1.4,577.0000000000082
126366.0,20180828 13:37:42.512,20180829 01:41:57.102,SHORT,5,EURUSD,1.17228,1.16857,1.4,356.999999999988
126722.99999999999,20180829 01:41:57.102,20180829 04:13:30.363,LONG,5,EURUSD,1.16857,1.16934,1.4,62.99999999999375
126785.99999999999,20180829 04:13:30.363,20180829 12:16:25.320,SHORT,5,EURUSD,1.16934,1.16622,1.4,298.0000000000012
127083.99999999999,20180829 12:16:25.320,20180830 04:35:24.820,LONG,5,EURUSD,1.16622,1.17011,1.4,374.9999999999949
127458.99999999999,20180830 04:35:24.820,20180830 05:46:04.822,SHORT,5,EURUSD,1.17011,1.16927,1.4,69.9999999999952
127528.99999999999,20180830 05:46:04.822,20180830 07:01:37.001,LONG,5,EURUSD,1.16927,1.17026,1.4,85.00000000000465
127613.99999999999,20180830 07:01:37.001,20180830 08:42:00.735,SHORT,5,EURUSD,1.17026,1.16801,1.4,211.00000000000853
127825.0,20180830 08:42:00.735,20180830 10:12:33.167,LONG,5,EURUSD,1.16801,1.16934,1.4,119.00000000000534
127944.0,20180830 10:12:33.167,20180830 16:03:59.987,SHORT,5,EURUSD,1.16934,1.1645299999999998,1.4,467.00000000002024
128411.00000000001,20180830 16:03:59.987,20180831 05:47:51.861,LONG,5,EURUSD,1.1645299999999998,1.16822,1.4,355.0000000000193
128766.00000000003,20180831 05:47:51.861,20180831 06:33:03.268,SHORT,5,EURUSD,1.16822,1.16783,1.4,25.000000000011248
128791.00000000004,20180831 06:33:03.268,20180831 07:33:25.592,LONG,5,EURUSD,1.16783,1.16846,1.4,49.00000000001305
128840.00000000006,20180831 07:33:25.592,20180831 13:09:46.878,SHORT,5,EURUSD,1.16846,1.16326,1.4,506.0000000000093
129346.00000000007,20180831 13:09:46.878,20180831 14:10:00.178,LONG,5,EURUSD,1.16326,1.1634,1.4,2.9002408113987244e-12
129346.00000000007,20180831 14:10:00.178,20180831 16:15:09.872,SHORT,5,EURUSD,1.1634,1.1589,1.4,435.9999999999948
129782.00000000007,20180831 16:15:09.872,20180831 20:16:50.985,LONG,5,EURUSD,1.1589,1.16056,1.4,151.9999999999995
